Merge_Col	CCd_1_readcounts.tab	CCd_2_readcounts.tab	CCd_3_readcounts.tab	CCd_4_readcounts.tab	CCd_5_readcounts.tab	CCd_6_readcounts.tab	CCd_7_readcounts.tab	CCd_8_readcounts.tab	CCt_1_readcounts.tab	CCt_2_readcounts.tab	CCt_3_readcounts.tab	CCt_4_readcounts.tab	CCt_5_readcounts.tab	CCt_6_readcounts.tab	CCt_7_readcounts.tab	CCt_8_readcounts.tab	DD_1_readcounts.tab	DD_2_readcounts.tab	DD_3_readcounts.tab	DD_4_readcounts.tab	DD_5_readcounts.tab	DSC_1_readcounts.tab	DSC_2_readcounts.tab	DSC_3_readcounts.tab	DSC_4_readcounts.tab	ECd_1_readcounts.tab	ECd_2_readcounts.tab	ECd_3_readcounts.tab	ECd_4_readcounts.tab	ECd_5_readcounts.tab	ECd_6_readcounts.tab	ECd_7_readcounts.tab	ECd_8_readcounts.tab	ECt_1_readcounts.tab	ECt_2_readcounts.tab	ECt_3_readcounts.tab	ECt_4_readcounts.tab	ECt_5_readcounts.tab	ECt_6_readcounts.tab	ECt_7_readcounts.tab	ECt_8_readcounts.tab	TT_1_readcounts.tab	TT_2_readcounts.tab	TT_3_readcounts.tab	TT_4_readcounts.tab	TT_5_readcounts.tab
AT1G02230	0	0	0	0	0	28	1	0	5	0	2	0	1	0	0	0	0	19	0	0	0	0	0	0	0	244	0	2	0	0	0	0	0	14	0	0	0	0	66	0	4	0	3	0	0	0
AT1G02250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02260	49	109	407	203	51	8	3	0	28	28	56	0	68	412	0	150	46	15	1	0	28	0	0	1	0	0	3	0	0	0	0	0	0	24	0	18	34	43	0	105	0	0	161	31	27	24
AT1G02270	124	996	126	511	209	331	420	96	738	161	78	71	273	296	103	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02280	702	1562	804	2578	1421	748	1046	808	3080	625	866	640	1321	1131	541	1191	6	6	12	576	48	0	0	0	0	63	131	10	267	295	28	1	0	0	79	0	5	0	0	57	120	3	0	166	0	0
AT1G02290	0	0	0	0	0	0	0	0	1	89	0	0	0	0	0	0	3	6	0	65	60	0	0	0	0	38	127	0	0	0	2	0	0	7	2	0	100	10	19	50	67	39	60	15	102	0
AT1G02300	0	0	0	1	1	0	0	1	0	75	0	0	34	14	0	0	0	0	171	53	0	0	0	0	0	0	0	26	0	134	0	0	0	60	0	66	0	35	0	0	13	0	195	0	0	0
AT1G02305	555	1835	366	1702	658	465	907	647	1375	809	1078	459	1780	1310	223	1462	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	0
AT1G02310	0	0	0	0	0	0	0	0	134	107	0	0	0	0	0	0	0	0	0	0	0	6	0	24	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02330	169	788	563	1014	200	320	426	303	247	216	176	620	252	651	532	326	0	126	23	252	105	0	0	0	0	0	1	0	30	160	13	0	0	5	0	65	293	109	49	28	126	191	37	12	26	108
AT1G02335	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AT1G02340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02350	0	0	0	0	0	0	3	0	0	17	0	0	0	0	0	62	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	9	0	0	0	0	0
AT1G02360	0	0	0	0	0	56	2	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02370	71	13	142	17	42	136	26	68	560	131	73	186	451	49	365	116	72	5	45	30	56	0	0	1	0	21	2	220	0	0	0	0	0	37	0	100	76	38	106	0	2	216	97	52	39	61
AT1G02380	0	0	0	0	0	0	42	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
AT1G02390	0	0	0	0	0	0	0	0	1	59	0	0	0	0	0	0	0	2	38	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	7	0	0	3	0
AT1G02400	0	0	1	0	1	0	1	1	2	0	0	1	157	0	1	1	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02405	0	0	0	0	4	6	11	0	17	0	0	0	1	3	22	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02410	109	444	108	191	6	127	298	113	319	26	70	73	127	117	72	218	4	2	16	0	47	2	7	2	0	5	0	17	0	310	0	0	9	0	1	0	0	93	13	0	61	0	130	2	0	0
AT1G02420	0	186	8	2	2	0	4	5	0	0	0	0	0	2	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	1
AT1G02430	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02440	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02450	44	125	65	15	0	122	27	14	163	1	60	0	88	381	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	12	0	0	0
AT1G02475	1	0	66	54	140	17	93	2	68	1	0	26	405	123	1	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT1G02480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02500	810	2110	1224	1991	964	1194	1480	1034	2647	935	1001	1548	1352	992	166	2028	188	229	244	293	226	30	61	70	52	150	0	272	0	179	258	0	2	34	203	315	253	82	216	205	288	227	522	92	188	458
AT1G02510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02520	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02530	0	0	56	20	2	2	0	0	1	0	5	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02560	1035	1554	1340	2205	1437	719	720	1303	1466	1089	918	948	1579	1776	517	1505	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02575	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02580	576	1226	603	1574	285	1000	1314	1116	8725	1436	1843	3068	4109	1656	3218	3015	0	0	0	11	0	0	0	1	0	3	1	1	0	1	0	1	2	0	0	0	0	0	0	0	0	2	9	0	16	0
AT1G02590	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02610	296	364	0	0	0	6	32	143	112	0	0	0	3	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02620	32	0	12	0	67	0	1	6	0	0	66	0	6	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02640	33	163	0	160	47	0	0	1	0	0	0	17	415	221	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02650	0	0	17	0	0	0	0	18	0	63	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	43	0	0	40	0	0	0	31	0	1	0	0	0
AT1G02660	9	81	46	1	1	38	1	13	107	4	0	0	0	53	149	15	4	2	14	0	0	0	0	1	1	62	0	0	0	0	0	0	0	0	0	30	0	2	23	1	58	0	0	0	0	0
AT1G02670	35	263	57	8	104	117	109	38	279	0	146	0	334	132	0	51	107	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02680	159	213	123	274	130	83	279	153	389	218	212	192	721	30	107	340	75	25	2	249	94	0	0	0	0	136	5	7	0	0	2	0	1	35	120	97	131	40	0	0	28	0	231	0	39	72
AT1G02690	41	367	197	288	347	56	157	38	617	17	85	472	45	420	398	370	4	62	139	28	138	0	0	1	0	134	73	2	209	57	33	59	51	30	14	0	50	1	95	0	38	91	143	23	6	131
AT1G02700	18	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02720	16	0	134	0	0	44	0	1	158	0	0	0	0	0	0	86	0	92	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	52	31	0	0	11	0	0	1	1	0
AT1G02730	73	300	37	448	2	58	296	32	571	171	0	0	162	571	4	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02740	7	33	139	103	2	97	87	38	47	105	32	0	0	268	410	318	90	3	0	1	0	0	0	0	0	0	5	0	0	1	6	0	0	0	0	84	30	9	0	29	1	0	4	4	3	14
AT1G02750	5	0	0	0	16	0	1	22	8	0	4	16	0	46	128	12	0	0	0	0	2	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	1	0	158	0	0	0	0
AT1G02760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02770	110	868	473	254	122	121	237	160	578	123	449	483	542	563	161	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G02780	2722	7103	1235	7180	8755	4281	8469	3915	15229	2861	2935	10171	4457	6457	8807	7504	1095	1170	1702	2549	1928	878	757	410	429	1258	363	1445	1027	3155	1548	332	4822	1045	572	1725	886	1806	1233	928	1670	1665	3070	1918	1543	2433
AT1G02790	0	0	0	0	0	0	1	0	1	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
AT1G02800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02810	203	327	863	88	1	0	3	89	77	192	63	0	334	348	179	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02816	197	306	532	267	240	133	177	95	349	507	63	1	625	653	122	129	0	0	0	0	0	0	6	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT1G02820	0	0	0	0	0	13	0	1	1	0	0	6	0	0	55	0	0	4	0	5	0	2	2	0	21	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	68	0	0	0	0	2
AT1G02830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02840	52	250	173	225	36	41	443	184	1171	132	101	163	416	150	1018	493	0	0	0	0	0	0	1	2	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G02850	8	0	0	298	0	0	5	0	3	0	0	0	0	211	0	56	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02860	80	2439	611	523	181	84	298	189	534	277	138	273	1016	915	438	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0
AT1G02870	84	288	5	802	160	45	9	242	475	204	93	191	199	135	438	428	248	3	81	3	45	0	0	0	0	13	19	378	373	108	10	120	0	92	67	0	143	208	0	119	80	70	37	125	120	17
AT1G02880	129	750	384	437	39	199	75	47	194	223	171	0	540	369	3	58	7	0	0	1	43	0	2	2	10	0	1	0	0	0	0	0	0	0	0	231	8	0	0	27	0	0	0	0	59	0
AT1G02890	9	593	59	148	112	34	77	13	477	83	70	324	26	132	179	158	0	0	0	0	1	0	0	3	0	6	1	13	0	0	1	0	3	1	0	0	1	0	0	1	0	1	0	0	0	1
AT1G02900	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02910	35	381	12	293	285	37	62	34	286	68	144	19	207	106	16	75	0	0	0	1	0	0	0	0	0	159	14	0	0	0	0	2	0	23	0	25	0	0	4	0	3	0	0	0	0	0
AT1G02920	87	223	0	0	0	0	0	0	0	0	0	0	0	159	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02930	182	556	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02950	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02960	103	284	196	28	391	24	166	43	517	188	315	279	95	348	25	342	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	37	0	0	0
AT1G02965	47	150	97	264	141	67	2	1	29	0	0	45	0	169	74	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02970	12	0	1	107	60	0	4	46	1	39	0	0	0	23	149	54	172	97	18	0	5	0	0	0	0	1	5	316	0	0	0	0	0	0	194	76	169	50	58	1	0	0	0	17	28	0
AT1G02980	196	728	153	227	612	201	449	140	206	388	93	164	261	303	290	43	0	38	6	1	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	82	0	45	0	0	0	0	0	15	0	0
AT1G02990	7	0	3	1	316	0	4	0	44	79	0	0	0	13	0	2	0	0	0	0	0	0	0	26	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	1	9	0	0	0	0	0
AT1G03000	17	242	0	166	118	83	71	58	203	137	55	5	4	222	1	41	10	0	6	7	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	11	0	17	0	0
AT1G03010	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03030	248	497	76	821	104	140	226	180	642	168	52	93	186	214	35	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03040	59	600	66	442	200	18	45	117	162	41	70	97	243	327	160	228	0	0	0	1	0	0	0	0	0	0	35	8	0	0	10	79	0	0	0	0	0	0	0	13	66	0	0	106	11	14
AT1G03050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03055	281	1688	592	410	452	299	436	98	685	305	296	352	1228	1219	31	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03060	26	1	4	278	76	19	11	3	46	1	0	133	0	112	13	6	45	16	0	80	0	1	1	0	19	0	1	0	0	24	2	0	0	0	1	0	0	42	0	1	0	0	5	2	33	0
AT1G03070	2	29	0	0	2	50	8	0	83	16	0	0	20	0	227	22	0	2	14	0	8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	208	0	8	0	0	0	11	80	1	0	52
AT1G03080	31	367	0	300	63	13	98	6	755	141	0	102	526	210	3	8	0	0	0	0	0	105	32	1	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03090	159	202	199	262	12	65	126	102	118	324	108	79	190	391	88	428	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
AT1G03100	0	0	0	0	0	0	0	2	0	0	0	104	0	0	0	0	0	0	14	0	0	0	0	0	0	0	21	0	0	0	0	22	0	0	0	0	0	28	0	0	0	0	0	50	0	0
AT1G03103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03106	19	314	183	55	1	0	0	0	470	2	10	19	378	6	1	38	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03110	64	178	0	226	3	8	150	49	224	159	159	117	49	161	249	202	0	52	1	0	19	0	0	0	0	0	0	38	0	0	0	0	2	5	89	122	0	0	38	89	0	77	0	15	0	0
AT1G03120	0	0	0	0	0	0	0	0	0	0	33	0	26	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03130	449	2068	908	721	1030	50	292	381	447	1760	760	99	1368	855	3	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03140	36	443	109	570	189	102	153	87	1159	200	324	257	0	336	51	327	0	0	375	1	139	0	0	0	0	0	1	0	0	0	0	32	1	13	2	19	0	0	40	3	165	448	38	0	3	32
AT1G03150	175	654	687	540	307	272	426	152	490	239	307	806	463	459	452	471	59	13	126	22	99	0	0	0	0	85	37	1	107	98	286	65	538	30	0	0	78	141	22	19	0	295	213	33	106	68
AT1G03160	16	362	61	120	213	7	168	82	224	91	67	207	74	142	105	62	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03165	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03170	0	0	0	0	2	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
AT1G03180	0	88	0	11	0	6	0	17	2	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03190	3	150	36	208	68	16	3	43	489	57	63	27	0	338	81	52	0	15	5	75	2	0	0	0	0	0	14	0	0	0	0	1	41	0	45	12	0	41	0	0	4	104	66	0	23	31
AT1G03200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
AT1G03210	0	0	0	1	3	4	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03220	14	94	153	3	0	23	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	494	0	0	0	0	34	0	5	0	0	0	0	17	0
AT1G03230	9	61	0	0	0	1	65	17	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0
AT1G03240	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03250	84	58	48	24	93	93	32	54	307	42	0	149	0	3	71	3	0	0	0	0	0	0	1	0	2	0	0	82	0	0	0	1	1	0	0	23	0	0	99	4	89	0	68	4	21	0
AT1G03260	4	484	2	91	69	136	185	163	703	106	79	90	412	16	126	66	6	0	217	1	1	0	0	11	0	0	0	0	0	252	0	0	0	1	35	0	0	47	0	74	97	88	336	0	9	4
AT1G03270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AT1G03280	12	95	28	88	84	26	0	59	482	6	25	0	13	98	11	40	89	38	0	0	0	0	0	0	0	0	0	36	0	54	0	0	25	0	0	180	1	139	0	0	0	0	80	32	13	0
AT1G03290	48	460	37	163	0	72	477	79	239	89	53	468	250	132	526	106	39	28	98	0	4	0	0	0	8	0	30	0	411	0	0	0	0	0	0	0	0	32	154	0	45	19	1	21	8	0
AT1G03300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03310	3	86	21	98	64	23	207	121	281	91	2	30	4	68	11	257	65	28	0	54	8	0	0	1	1	0	0	20	94	22	0	0	0	39	0	0	0	0	26	0	0	246	0	7	28	197
AT1G03320	3	254	217	162	22	0	0	88	0	115	53	21	71	114	0	0	0	0	0	1	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
AT1G03325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03330	143	357	96	130	232	188	333	53	332	217	264	694	359	32	711	323	107	115	187	238	197	0	15	8	0	105	7	260	2	87	253	70	55	109	118	112	375	27	48	39	34	151	97	27	81	33
AT1G03340	24	88	0	148	178	55	57	46	475	53	54	188	243	271	1	36	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03350	14	480	154	157	1	139	71	30	137	1	4	350	202	151	142	58	221	48	0	0	7	0	21	0	34	159	43	270	0	1	0	47	0	10	399	7	0	159	55	84	37	44	84	55	82	0
AT1G03360	161	751	0	106	536	21	102	201	307	323	26	526	395	286	668	220	38	192	0	292	40	0	4	0	0	68	1	401	0	626	126	7	144	65	20	187	0	150	33	4	1	185	190	86	66	62
AT1G03365	71	656	320	451	203	122	90	31	26	95	113	139	253	247	230	114	11	32	0	62	2	0	0	0	0	0	0	126	0	0	36	0	1	0	0	86	0	0	130	0	20	47	186	2	46	23
AT1G03370	48	109	502	108	96	0	0	9	0	0	0	0	279	46	0	3	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
AT1G03380	0	0	25	0	0	0	13	2	0	32	45	0	0	0	0	0	0	3	18	0	0	0	0	0	0	0	0	65	0	82	0	0	57	26	0	0	32	50	0	100	16	0	65	24	35	0
AT1G03390	0	0	0	0	0	31	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
